year,tournament_id,match_id,match_date,stage,group_name,knockout_stage,home_team_code,home_team_name,away_team_code,away_team_name,home_team_score,away_team_score,extra_time,penalty_shootout,home_team_score_penalties,away_team_score_penalties,result_1x2
1966,WC-1966,M-1966-22,1966-07-20,group stage,Group 2,0,DEU,West Germany,ESP,Spain,2,1,0,0,0,0,H
1966,WC-1966,M-1966-23,1966-07-20,group stage,Group 3,0,HUN,Hungary,BGR,Bulgaria,3,1,0,0,0,0,H
1966,WC-1966,M-1966-24,1966-07-20,group stage,Group 4,0,SUN,Soviet Union,CHL,Chile,2,1,0,0,0,0,H
1966,WC-1966,M-1966-25,1966-07-23,quarter-finals,not applicable,1,ENG,England,ARG,Argentina,1,0,0,0,0,0,H
1966,WC-1966,M-1966-26,1966-07-23,quarter-finals,not applicable,1,PRT,Portugal,PRK,North Korea,5,3,0,0,0,0,H
1966,WC-1966,M-1966-27,1966-07-23,quarter-finals,not applicable,1,SUN,Soviet Union,HUN,Hungary,2,1,0,0,0,0,H
1966,WC-1966,M-1966-28,1966-07-23,quarter-finals,not applicable,1,DEU,West Germany,URY,Uruguay,4,0,0,0,0,0,H
1966,WC-1966,M-1966-29,1966-07-25,semi-finals,not applicable,1,DEU,West Germany,SUN,Soviet Union,2,1,0,0,0,0,H
1966,WC-1966,M-1966-30,1966-07-26,semi-finals,not applicable,1,ENG,England,PRT,Portugal,2,1,0,0,0,0,H
1966,WC-1966,M-1966-31,1966-07-28,third-place match,not applicable,1,PRT,Portugal,SUN,Soviet Union,2,1,0,0,0,0,H
1966,WC-1966,M-1966-32,1966-07-30,final,not applicable,1,ENG,England,DEU,West Germany,4,2,1,0,0,0,H
1970,WC-1970,M-1970-01,1970-05-31,group stage,Group 1,0,MEX,Mexico,SUN,Soviet Union,0,0,0,0,0,0,D
1970,WC-1970,M-1970-02,1970-06-02,group stage,Group 2,0,URY,Uruguay,ISR,Israel,2,0,0,0,0,0,H
1970,WC-1970,M-1970-03,1970-06-02,group stage,Group 3,0,ENG,England,ROU,Romania,1,0,0,0,0,0,H
1970,WC-1970,M-1970-04,1970-06-02,group stage,Group 4,0,PER,Peru,BGR,Bulgaria,3,2,0,0,0,0,H
1970,WC-1970,M-1970-05,1970-06-03,group stage,Group 1,0,BEL,Belgium,SLV,El Salvador,3,0,0,0,0,0,H
1970,WC-1970,M-1970-06,1970-06-03,group stage,Group 2,0,ITA,Italy,SWE,Sweden,1,0,0,0,0,0,H
1970,WC-1970,M-1970-07,1970-06-03,group stage,Group 3,0,BRA,Brazil,CSK,Czechoslovakia,4,1,0,0,0,0,H
1970,WC-1970,M-1970-08,1970-06-03,group stage,Group 4,0,DEU,West Germany,MAR,Morocco,2,1,0,0,0,0,H
1970,WC-1970,M-1970-09,1970-06-06,group stage,Group 1,0,SUN,Soviet Union,BEL,Belgium,4,1,0,0,0,0,H
1970,WC-1970,M-1970-10,1970-06-06,group stage,Group 2,0,URY,Uruguay,ITA,Italy,0,0,0,0,0,0,D
1970,WC-1970,M-1970-11,1970-06-06,group stage,Group 3,0,ROU,Romania,CSK,Czechoslovakia,2,1,0,0,0,0,H
1970,WC-1970,M-1970-12,1970-06-06,group stage,Group 4,0,PER,Peru,MAR,Morocco,3,0,0,0,0,0,H
1970,WC-1970,M-1970-13,1970-06-07,group stage,Group 1,0,MEX,Mexico,SLV,El Salvador,4,0,0,0,0,0,H
1970,WC-1970,M-1970-14,1970-06-07,group stage,Group 2,0,SWE,Sweden,ISR,Israel,1,1,0,0,0,0,D
1970,WC-1970,M-1970-15,1970-06-07,group stage,Group 3,0,BRA,Brazil,ENG,England,1,0,0,0,0,0,H
1970,WC-1970,M-1970-16,1970-06-07,group stage,Group 4,0,DEU,West Germany,BGR,Bulgaria,5,2,0,0,0,0,H
1970,WC-1970,M-1970-17,1970-06-10,group stage,Group 1,0,SUN,Soviet Union,SLV,El Salvador,2,0,0,0,0,0,H
1970,WC-1970,M-1970-18,1970-06-10,group stage,Group 2,0,SWE,Sweden,URY,Uruguay,1,0,0,0,0,0,H
1970,WC-1970,M-1970-19,1970-06-10,group stage,Group 3,0,BRA,Brazil,ROU,Romania,3,2,0,0,0,0,H
1970,WC-1970,M-1970-20,1970-06-10,group stage,Group 4,0,DEU,West Germany,PER,Peru,3,1,0,0,0,0,H
1970,WC-1970,M-1970-21,1970-06-11,group stage,Group 1,0,MEX,Mexico,BEL,Belgium,1,0,0,0,0,0,H
1970,WC-1970,M-1970-22,1970-06-11,group stage,Group 2,0,ITA,Italy,ISR,Israel,0,0,0,0,0,0,D
1970,WC-1970,M-1970-23,1970-06-11,group stage,Group 3,0,ENG,England,CSK,Czechoslovakia,1,0,0,0,0,0,H
1970,WC-1970,M-1970-24,1970-06-11,group stage,Group 4,0,BGR,Bulgaria,MAR,Morocco,1,1,0,0,0,0,D
1970,WC-1970,M-1970-25,1970-06-14,quarter-finals,not applicable,1,BRA,Brazil,PER,Peru,4,2,0,0,0,0,H
1970,WC-1970,M-1970-26,1970-06-14,quarter-finals,not applicable,1,ITA,Italy,MEX,Mexico,4,1,0,0,0,0,H
1970,WC-1970,M-1970-27,1970-06-14,quarter-finals,not applicable,1,SUN,Soviet Union,URY,Uruguay,0,1,1,0,0,0,A
1970,WC-1970,M-1970-28,1970-06-14,quarter-finals,not applicable,1,DEU,West Germany,ENG,England,3,2,1,0,0,0,H
1970,WC-1970,M-1970-29,1970-06-17,semi-finals,not applicable,1,BRA,Brazil,URY,Uruguay,3,1,0,0,0,0,H
1970,WC-1970,M-1970-30,1970-06-17,semi-finals,not applicable,1,ITA,Italy,DEU,West Germany,4,3,1,0,0,0,H
1970,WC-1970,M-1970-31,1970-06-20,third-place match,not applicable,1,DEU,West Germany,URY,Uruguay,1,0,0,0,0,0,H
1970,WC-1970,M-1970-32,1970-06-21,final,not applicable,1,BRA,Brazil,ITA,Italy,4,1,0,0,0,0,H
1974,WC-1974,M-1974-01,1974-06-13,group stage,Group 2,0,BRA,Brazil,YUG,Yugoslavia,0,0,0,0,0,0,D
1974,WC-1974,M-1974-02,1974-06-14,group stage,Group 1,0,DEU,West Germany,CHL,Chile,1,0,0,0,0,0,H
1974,WC-1974,M-1974-03,1974-06-14,group stage,Group 1,0,DDR,East Germany,AUS,Australia,2,0,0,0,0,0,H
1974,WC-1974,M-1974-04,1974-06-14,group stage,Group 2,0,COD,Zaire,SCO,Scotland,0,2,0,0,0,0,A
1974,WC-1974,M-1974-05,1974-06-15,group stage,Group 3,0,SWE,Sweden,BGR,Bulgaria,0,0,0,0,0,0,D
1974,WC-1974,M-1974-06,1974-06-15,group stage,Group 3,0,URY,Uruguay,NLD,Netherlands,0,2,0,0,0,0,A
1974,WC-1974,M-1974-07,1974-06-15,group stage,Group 4,0,ITA,Italy,HTI,Haiti,3,1,0,0,0,0,H
1974,WC-1974,M-1974-08,1974-06-15,group stage,Group 4,0,POL,Poland,ARG,Argentina,3,2,0,0,0,0,H
1974,WC-1974,M-1974-09,1974-06-18,group stage,Group 1,0,AUS,Australia,DEU,West Germany,0,3,0,0,0,0,A
1974,WC-1974,M-1974-10,1974-06-18,group stage,Group 1,0,CHL,Chile,DDR,East Germany,1,1,0,0,0,0,D
1974,WC-1974,M-1974-11,1974-06-18,group stage,Group 2,0,SCO,Scotland,BRA,Brazil,0,0,0,0,0,0,D
1974,WC-1974,M-1974-12,1974-06-18,group stage,Group 2,0,YUG,Yugoslavia,COD,Zaire,9,0,0,0,0,0,H
1974,WC-1974,M-1974-13,1974-06-19,group stage,Group 3,0,BGR,Bulgaria,URY,Uruguay,1,1,0,0,0,0,D
1974,WC-1974,M-1974-14,1974-06-19,group stage,Group 3,0,NLD,Netherlands,SWE,Sweden,0,0,0,0,0,0,D
1974,WC-1974,M-1974-15,1974-06-19,group stage,Group 4,0,ARG,Argentina,ITA,Italy,1,1,0,0,0,0,D
1974,WC-1974,M-1974-16,1974-06-19,group stage,Group 4,0,HTI,Haiti,POL,Poland,0,7,0,0,0,0,A
1974,WC-1974,M-1974-17,1974-06-22,group stage,Group 1,0,AUS,Australia,CHL,Chile,0,0,0,0,0,0,D
1974,WC-1974,M-1974-18,1974-06-22,group stage,Group 2,0,SCO,Scotland,YUG,Yugoslavia,1,1,0,0,0,0,D
1974,WC-1974,M-1974-19,1974-06-22,group stage,Group 2,0,COD,Zaire,BRA,Brazil,0,3,0,0,0,0,A
1974,WC-1974,M-1974-20,1974-06-22,group stage,Group 1,0,DDR,East Germany,DEU,West Germany,1,0,0,0,0,0,H
1974,WC-1974,M-1974-21,1974-06-23,group stage,Group 3,0,BGR,Bulgaria,NLD,Netherlands,1,4,0,0,0,0,A
1974,WC-1974,M-1974-22,1974-06-23,group stage,Group 3,0,SWE,Sweden,URY,Uruguay,3,0,0,0,0,0,H
1974,WC-1974,M-1974-23,1974-06-23,group stage,Group 4,0,ARG,Argentina,HTI,Haiti,4,1,0,0,0,0,H
1974,WC-1974,M-1974-24,1974-06-23,group stage,Group 4,0,POL,Poland,ITA,Italy,2,1,0,0,0,0,H
1974,WC-1974,M-1974-25,1974-06-26,second group stage,Group B,0,YUG,Yugoslavia,DEU,West Germany,0,2,0,0,0,0,A
1974,WC-1974,M-1974-26,1974-06-26,second group stage,Group A,0,BRA,Brazil,DDR,East Germany,1,0,0,0,0,0,H
1974,WC-1974,M-1974-27,1974-06-26,second group stage,Group A,0,NLD,Netherlands,ARG,Argentina,4,0,0,0,0,0,H
1974,WC-1974,M-1974-28,1974-06-26,second group stage,Group B,0,SWE,Sweden,POL,Poland,0,1,0,0,0,0,A
1974,WC-1974,M-1974-29,1974-06-30,second group stage,Group A,0,ARG,Argentina,BRA,Brazil,1,2,0,0,0,0,A
1974,WC-1974,M-1974-30,1974-06-30,second group stage,Group A,0,DDR,East Germany,NLD,Netherlands,0,2,0,0,0,0,A
1974,WC-1974,M-1974-31,1974-06-30,second group stage,Group B,0,POL,Poland,YUG,Yugoslavia,2,1,0,0,0,0,H
1974,WC-1974,M-1974-32,1974-06-30,second group stage,Group B,0,DEU,West Germany,SWE,Sweden,4,2,0,0,0,0,H
1974,WC-1974,M-1974-33,1974-07-03,second group stage,Group B,0,POL,Poland,DEU,West Germany,0,1,0,0,0,0,A
1974,WC-1974,M-1974-34,1974-07-03,second group stage,Group A,0,ARG,Argentina,DDR,East Germany,1,1,0,0,0,0,D
1974,WC-1974,M-1974-35,1974-07-03,second group stage,Group A,0,NLD,Netherlands,BRA,Brazil,2,0,0,0,0,0,H
1974,WC-1974,M-1974-36,1974-07-03,second group stage,Group B,0,SWE,Sweden,YUG,Yugoslavia,2,1,0,0,0,0,H
1974,WC-1974,M-1974-37,1974-07-06,third-place match,not applicable,1,BRA,Brazil,POL,Poland,0,1,0,0,0,0,A
1974,WC-1974,M-1974-38,1974-07-07,final,not applicable,1,NLD,Netherlands,DEU,West Germany,1,2,0,0,0,0,A
1978,WC-1978,M-1978-01,1978-06-01,group stage,Group 2,0,DEU,West Germany,POL,Poland,0,0,0,0,0,0,D
1978,WC-1978,M-1978-02,1978-06-02,group stage,Group 1,0,ITA,Italy,FRA,France,2,1,0,0,0,0,H
1978,WC-1978,M-1978-03,1978-06-02,group stage,Group 2,0,TUN,Tunisia,MEX,Mexico,3,1,0,0,0,0,H
1978,WC-1978,M-1978-04,1978-06-02,group stage,Group 1,0,ARG,Argentina,HUN,Hungary,2,1,0,0,0,0,H
1978,WC-1978,M-1978-05,1978-06-03,group stage,Group 3,0,AUT,Austria,ESP,Spain,2,1,0,0,0,0,H
1978,WC-1978,M-1978-06,1978-06-03,group stage,Group 3,0,BRA,Brazil,SWE,Sweden,1,1,0,0,0,0,D
1978,WC-1978,M-1978-07,1978-06-03,group stage,Group 4,0,NLD,Netherlands,IRN,Iran,3,0,0,0,0,0,H
1978,WC-1978,M-1978-08,1978-06-03,group stage,Group 4,0,PER,Peru,SCO,Scotland,3,1,0,0,0,0,H
1978,WC-1978,M-1978-09,1978-06-06,group stage,Group 1,0,ITA,Italy,HUN,Hungary,3,1,0,0,0,0,H
1978,WC-1978,M-1978-10,1978-06-06,group stage,Group 2,0,POL,Poland,TUN,Tunisia,1,0,0,0,0,0,H
1978,WC-1978,M-1978-11,1978-06-06,group stage,Group 2,0,DEU,West Germany,MEX,Mexico,6,0,0,0,0,0,H
1978,WC-1978,M-1978-12,1978-06-06,group stage,Group 1,0,ARG,Argentina,FRA,France,2,1,0,0,0,0,H
1978,WC-1978,M-1978-13,1978-06-07,group stage,Group 3,0,AUT,Austria,SWE,Sweden,1,0,0,0,0,0,H
1978,WC-1978,M-1978-14,1978-06-07,group stage,Group 3,0,BRA,Brazil,ESP,Spain,0,0,0,0,0,0,D
1978,WC-1978,M-1978-15,1978-06-07,group stage,Group 4,0,NLD,Netherlands,PER,Peru,0,0,0,0,0,0,D
1978,WC-1978,M-1978-16,1978-06-07,group stage,Group 4,0,SCO,Scotland,IRN,Iran,1,1,0,0,0,0,D
1978,WC-1978,M-1978-17,1978-06-10,group stage,Group 1,0,FRA,France,HUN,Hungary,3,1,0,0,0,0,H
1978,WC-1978,M-1978-18,1978-06-10,group stage,Group 2,0,POL,Poland,MEX,Mexico,3,1,0,0,0,0,H
1978,WC-1978,M-1978-19,1978-06-10,group stage,Group 2,0,DEU,West Germany,TUN,Tunisia,0,0,0,0,0,0,D
1978,WC-1978,M-1978-20,1978-06-10,group stage,Group 1,0,ARG,Argentina,ITA,Italy,0,1,0,0,0,0,A
1978,WC-1978,M-1978-21,1978-06-11,group stage,Group 3,0,BRA,Brazil,AUT,Austria,1,0,0,0,0,0,H
1978,WC-1978,M-1978-22,1978-06-11,group stage,Group 3,0,ESP,Spain,SWE,Sweden,1,0,0,0,0,0,H
1978,WC-1978,M-1978-23,1978-06-11,group stage,Group 4,0,PER,Peru,IRN,Iran,4,1,0,0,0,0,H
1978,WC-1978,M-1978-24,1978-06-11,group stage,Group 4,0,SCO,Scotland,NLD,Netherlands,3,2,0,0,0,0,H
1978,WC-1978,M-1978-25,1978-06-14,second group stage,Group A,0,AUT,Austria,NLD,Netherlands,1,5,0,0,0,0,A
1978,WC-1978,M-1978-26,1978-06-14,second group stage,Group A,0,ITA,Italy,DEU,West Germany,0,0,0,0,0,0,D
1978,WC-1978,M-1978-27,1978-06-14,second group stage,Group B,0,BRA,Brazil,PER,Peru,3,0,0,0,0,0,H
1978,WC-1978,M-1978-28,1978-06-14,second group stage,Group B,0,ARG,Argentina,POL,Poland,2,0,0,0,0,0,H
1978,WC-1978,M-1978-29,1978-06-18,second group stage,Group B,0,PER,Peru,POL,Poland,0,1,0,0,0,0,A
1978,WC-1978,M-1978-30,1978-06-18,second group stage,Group A,0,ITA,Italy,AUT,Austria,1,0,0,0,0,0,H
1978,WC-1978,M-1978-31,1978-06-18,second group stage,Group A,0,NLD,Netherlands,DEU,West Germany,2,2,0,0,0,0,D
1978,WC-1978,M-1978-32,1978-06-18,second group stage,Group B,0,ARG,Argentina,BRA,Brazil,0,0,0,0,0,0,D
1978,WC-1978,M-1978-33,1978-06-21,second group stage,Group A,0,AUT,Austria,DEU,West Germany,3,2,0,0,0,0,H
1978,WC-1978,M-1978-34,1978-06-21,second group stage,Group A,0,ITA,Italy,NLD,Netherlands,1,2,0,0,0,0,A
1978,WC-1978,M-1978-35,1978-06-21,second group stage,Group B,0,BRA,Brazil,POL,Poland,3,1,0,0,0,0,H
1978,WC-1978,M-1978-36,1978-06-21,second group stage,Group B,0,ARG,Argentina,PER,Peru,6,0,0,0,0,0,H
1978,WC-1978,M-1978-37,1978-06-24,third-place match,not applicable,1,BRA,Brazil,ITA,Italy,2,1,0,0,0,0,H
1978,WC-1978,M-1978-38,1978-06-25,final,not applicable,1,ARG,Argentina,NLD,Netherlands,3,1,1,0,0,0,H
1982,WC-1982,M-1982-01,1982-06-13,group stage,Group 3,0,ARG,Argentina,BEL,Belgium,0,1,0,0,0,0,A
1982,WC-1982,M-1982-02,1982-06-14,group stage,Group 1,0,ITA,Italy,POL,Poland,0,0,0,0,0,0,D
1982,WC-1982,M-1982-03,1982-06-14,group stage,Group 6,0,BRA,Brazil,SUN,Soviet Union,2,1,0,0,0,0,H
1982,WC-1982,M-1982-04,1982-06-15,group stage,Group 1,0,PER,Peru,CMR,Cameroon,0,0,0,0,0,0,D
1982,WC-1982,M-1982-05,1982-06-15,group stage,Group 3,0,HUN,Hungary,SLV,El Salvador,10,1,0,0,0,0,H
1982,WC-1982,M-1982-06,1982-06-15,group stage,Group 6,0,SCO,Scotland,NZL,New Zealand,5,2,0,0,0,0,H
1982,WC-1982,M-1982-07,1982-06-16,group stage,Group 2,0,DEU,West Germany,DZA,Algeria,1,2,0,0,0,0,A
1982,WC-1982,M-1982-08,1982-06-16,group stage,Group 4,0,ENG,England,FRA,France,3,1,0,0,0,0,H
1982,WC-1982,M-1982-09,1982-06-16,group stage,Group 5,0,ESP,Spain,HND,Honduras,1,1,0,0,0,0,D
1982,WC-1982,M-1982-10,1982-06-17,group stage,Group 2,0,CHL,Chile,AUT,Austria,0,1,0,0,0,0,A
1982,WC-1982,M-1982-11,1982-06-17,group stage,Group 4,0,CSK,Czechoslovakia,KWT,Kuwait,1,1,0,0,0,0,D
1982,WC-1982,M-1982-12,1982-06-17,group stage,Group 5,0,YUG,Yugoslavia,NIR,Northern Ireland,0,0,0,0,0,0,D
1982,WC-1982,M-1982-13,1982-06-18,group stage,Group 1,0,ITA,Italy,PER,Peru,1,1,0,0,0,0,D
1982,WC-1982,M-1982-14,1982-06-18,group stage,Group 3,0,ARG,Argentina,HUN,Hungary,4,1,0,0,0,0,H
1982,WC-1982,M-1982-15,1982-06-18,group stage,Group 6,0,BRA,Brazil,SCO,Scotland,4,1,0,0,0,0,H
1982,WC-1982,M-1982-16,1982-06-19,group stage,Group 1,0,POL,Poland,CMR,Cameroon,0,0,0,0,0,0,D
1982,WC-1982,M-1982-17,1982-06-19,group stage,Group 3,0,BEL,Belgium,SLV,El Salvador,1,0,0,0,0,0,H
1982,WC-1982,M-1982-18,1982-06-19,group stage,Group 6,0,SUN,Soviet Union,NZL,New Zealand,3,0,0,0,0,0,H
1982,WC-1982,M-1982-19,1982-06-20,group stage,Group 2,0,DEU,West Germany,CHL,Chile,4,1,0,0,0,0,H
1982,WC-1982,M-1982-20,1982-06-20,group stage,Group 4,0,ENG,England,CSK,Czechoslovakia,2,0,0,0,0,0,H
1982,WC-1982,M-1982-21,1982-06-20,group stage,Group 5,0,ESP,Spain,YUG,Yugoslavia,2,1,0,0,0,0,H
1982,WC-1982,M-1982-22,1982-06-21,group stage,Group 2,0,DZA,Algeria,AUT,Austria,0,2,0,0,0,0,A
1982,WC-1982,M-1982-23,1982-06-21,group stage,Group 4,0,FRA,France,KWT,Kuwait,4,1,0,0,0,0,H
1982,WC-1982,M-1982-24,1982-06-21,group stage,Group 5,0,HND,Honduras,NIR,Northern Ireland,1,1,0,0,0,0,D
1982,WC-1982,M-1982-25,1982-06-22,group stage,Group 1,0,POL,Poland,PER,Peru,5,1,0,0,0,0,H
1982,WC-1982,M-1982-26,1982-06-22,group stage,Group 3,0,BEL,Belgium,HUN,Hungary,1,1,0,0,0,0,D
1982,WC-1982,M-1982-27,1982-06-22,group stage,Group 6,0,SUN,Soviet Union,SCO,Scotland,2,2,0,0,0,0,D
1982,WC-1982,M-1982-28,1982-06-23,group stage,Group 1,0,ITA,Italy,CMR,Cameroon,1,1,0,0,0,0,D
1982,WC-1982,M-1982-29,1982-06-23,group stage,Group 3,0,ARG,Argentina,SLV,El Salvador,2,0,0,0,0,0,H
1982,WC-1982,M-1982-30,1982-06-23,group stage,Group 6,0,BRA,Brazil,NZL,New Zealand,4,0,0,0,0,0,H
1982,WC-1982,M-1982-31,1982-06-24,group stage,Group 2,0,DZA,Algeria,CHL,Chile,3,2,0,0,0,0,H
1982,WC-1982,M-1982-32,1982-06-24,group stage,Group 4,0,FRA,France,CSK,Czechoslovakia,1,1,0,0,0,0,D
1982,WC-1982,M-1982-33,1982-06-24,group stage,Group 5,0,HND,Honduras,YUG,Yugoslavia,0,1,0,0,0,0,A
1982,WC-1982,M-1982-34,1982-06-25,group stage,Group 2,0,DEU,West Germany,AUT,Austria,1,0,0,0,0,0,H
1982,WC-1982,M-1982-35,1982-06-25,group stage,Group 4,0,ENG,England,KWT,Kuwait,1,0,0,0,0,0,H
1982,WC-1982,M-1982-36,1982-06-25,group stage,Group 5,0,ESP,Spain,NIR,Northern Ireland,0,1,0,0,0,0,A
1982,WC-1982,M-1982-37,1982-06-28,second group stage,Group 4,0,AUT,Austria,FRA,France,0,1,0,0,0,0,A
1982,WC-1982,M-1982-38,1982-06-28,second group stage,Group 1,0,POL,Poland,BEL,Belgium,3,0,0,0,0,0,H
1982,WC-1982,M-1982-39,1982-06-29,second group stage,Group 3,0,ITA,Italy,ARG,Argentina,2,1,0,0,0,0,H
1982,WC-1982,M-1982-40,1982-06-29,second group stage,Group 2,0,DEU,West Germany,ENG,England,0,0,0,0,0,0,D
1982,WC-1982,M-1982-41,1982-07-01,second group stage,Group 4,0,AUT,Austria,NIR,Northern Ireland,2,2,0,0,0,0,D
1982,WC-1982,M-1982-42,1982-07-01,second group stage,Group 1,0,BEL,Belgium,SUN,Soviet Union,0,1,0,0,0,0,A
1982,WC-1982,M-1982-43,1982-07-02,second group stage,Group 3,0,ARG,Argentina,BRA,Brazil,1,3,0,0,0,0,A
1982,WC-1982,M-1982-44,1982-07-02,second group stage,Group 2,0,DEU,West Germany,ESP,Spain,2,1,0,0,0,0,H
1982,WC-1982,M-1982-45,1982-07-04,second group stage,Group 4,0,FRA,France,NIR,Northern Ireland,4,1,0,0,0,0,H
1982,WC-1982,M-1982-46,1982-07-04,second group stage,Group 1,0,SUN,Soviet Union,POL,Poland,0,0,0,0,0,0,D
1982,WC-1982,M-1982-47,1982-07-05,second group stage,Group 3,0,ITA,Italy,BRA,Brazil,3,2,0,0,0,0,H
1982,WC-1982,M-1982-48,1982-07-05,second group stage,Group 2,0,ESP,Spain,ENG,England,0,0,0,0,0,0,D
1982,WC-1982,M-1982-49,1982-07-08,semi-finals,not applicable,1,POL,Poland,ITA,Italy,0,2,0,0,0,0,A
1982,WC-1982,M-1982-50,1982-07-08,semi-finals,not applicable,1,DEU,West Germany,FRA,France,3,3,1,1,5,4,D
1982,WC-1982,M-1982-51,1982-07-10,third-place match,not applicable,1,POL,Poland,FRA,France,3,2,0,0,0,0,H
1982,WC-1982,M-1982-52,1982-07-11,final,not applicable,1,ITA,Italy,DEU,West Germany,3,1,0,0,0,0,H
1986,WC-1986,M-1986-01,1986-05-31,group stage,Group A,0,BGR,Bulgaria,ITA,Italy,1,1,0,0,0,0,D
1986,WC-1986,M-1986-02,1986-06-01,group stage,Group D,0,ESP,Spain,BRA,Brazil,0,1,0,0,0,0,A
1986,WC-1986,M-1986-03,1986-06-01,group stage,Group C,0,CAN,Canada,FRA,France,0,1,0,0,0,0,A
1986,WC-1986,M-1986-04,1986-06-02,group stage,Group A,0,ARG,Argentina,KOR,South Korea,3,1,0,0,0,0,H
1986,WC-1986,M-1986-05,1986-06-02,group stage,Group C,0,SUN,Soviet Union,HUN,Hungary,6,0,0,0,0,0,H
1986,WC-1986,M-1986-06,1986-06-02,group stage,Group F,0,MAR,Morocco,POL,Poland,0,0,0,0,0,0,D
1986,WC-1986,M-1986-07,1986-06-03,group stage,Group B,0,BEL,Belgium,MEX,Mexico,1,2,0,0,0,0,A
1986,WC-1986,M-1986-08,1986-06-03,group stage,Group D,0,DZA,Algeria,NIR,Northern Ireland,1,1,0,0,0,0,D
1986,WC-1986,M-1986-09,1986-06-03,group stage,Group F,0,PRT,Portugal,ENG,England,1,0,0,0,0,0,H
1986,WC-1986,M-1986-10,1986-06-04,group stage,Group B,0,PRY,Paraguay,IRQ,Iraq,1,0,0,0,0,0,H
1986,WC-1986,M-1986-11,1986-06-04,group stage,Group E,0,URY,Uruguay,DEU,West Germany,1,1,0,0,0,0,D
1986,WC-1986,M-1986-12,1986-06-04,group stage,Group E,0,SCO,Scotland,DNK,Denmark,0,1,0,0,0,0,A
1986,WC-1986,M-1986-13,1986-06-05,group stage,Group A,0,ITA,Italy,ARG,Argentina,1,1,0,0,0,0,D
1986,WC-1986,M-1986-14,1986-06-05,group stage,Group C,0,FRA,France,SUN,Soviet Union,1,1,0,0,0,0,D
1986,WC-1986,M-1986-15,1986-06-05,group stage,Group A,0,KOR,South Korea,BGR,Bulgaria,1,1,0,0,0,0,D
1986,WC-1986,M-1986-16,1986-06-06,group stage,Group C,0,HUN,Hungary,CAN,Canada,2,0,0,0,0,0,H
1986,WC-1986,M-1986-17,1986-06-06,group stage,Group D,0,BRA,Brazil,DZA,Algeria,1,0,0,0,0,0,H
1986,WC-1986,M-1986-18,1986-06-06,group stage,Group F,0,ENG,England,MAR,Morocco,0,0,0,0,0,0,D
1986,WC-1986,M-1986-19,1986-06-07,group stage,Group B,0,MEX,Mexico,PRY,Paraguay,1,1,0,0,0,0,D
1986,WC-1986,M-1986-20,1986-06-07,group stage,Group D,0,NIR,Northern Ireland,ESP,Spain,1,2,0,0,0,0,A
1986,WC-1986,M-1986-21,1986-06-07,group stage,Group F,0,POL,Poland,PRT,Portugal,1,0,0,0,0,0,H
1986,WC-1986,M-1986-22,1986-06-08,group stage,Group B,0,IRQ,Iraq,BEL,Belgium,1,2,0,0,0,0,A
